Date Range,Device Name,Group,IMEI Number,Serial Number,Total Duration(Minutes),Device Active Duration(Minutes),Device Idle Duration(Minutes),Average Active Duration(Minutes),Average Idle Duration(Minutes),Device usage as JSON
2024-05-05 00:00:00 UTC - 2024-05-06 23:59:59 UTC,Redmi12,yacine,"",unknown,2383 Minutes,435 Minutes,1947 Minutes,217 Minutes,973 Minutes,"{""total_duration"":""2383 Minutes"",""avg_active_duration"":""217 Minutes"",""avg_idle_duration"":""973 Minutes"",""active_duration"":""435 Minutes"",""idle_duration"":""1947 Minutes"",""hourly_usages"":{""09:00 - 12:00"":{""active_duration"":""60 Minutes"",""idle_duration"":""299 Minutes""},""12:00 - 15:00"":{""active_duration"":""40 Minutes"",""idle_duration"":""319 Minutes""},""15:00 - 18:00"":{""active_duration"":""46 Minutes"",""idle_duration"":""197 Minutes""},""18:00 - 21:00"":{""active_duration"":""179 Minutes"",""idle_duration"":""0 Minutes""},""21:00 - 00:00"":{""active_duration"":""108 Minutes"",""idle_duration"":""53 Minutes""},""00:00 - 03:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""359 Minutes""},""03:00 - 06:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""359 Minutes""},""06:00 - 09:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""359 Minutes""}}}"
