Date Range,Total Duration(Minutes),Device Active Duration(Minutes),Device Idle Duration(Minutes),Average Active Duration(Minutes),Average Idle Duration(Minutes),Device usage as JSON,IMEI Number,Serial Number,Device Name,Group
2024-05-03 00:00:00 UTC - 2024-05-04 23:59:59 UTC,2255 Minutes,692 Minutes,1562 Minutes,346 Minutes,781 Minutes,"{""total_duration"":""2255 Minutes"",""avg_active_duration"":""346 Minutes"",""avg_idle_duration"":""781 Minutes"",""active_duration"":""692 Minutes"",""idle_duration"":""1562 Minutes"",""hourly_usages"":{""09:00 - 12:00"":{""active_duration"":""282 Minutes"",""idle_duration"":""76 Minutes""},""12:00 - 15:00"":{""active_duration"":""251 Minutes"",""idle_duration"":""107 Minutes""},""15:00 - 18:00"":{""active_duration"":""118 Minutes"",""idle_duration"":""121 Minutes""},""18:00 - 21:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""179 Minutes""},""21:00 - 00:00"":{""active_duration"":""25 Minutes"",""idle_duration"":""113 Minutes""},""00:00 - 03:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""307 Minutes""},""03:00 - 06:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""355 Minutes""},""06:00 - 09:00"":{""active_duration"":""14 Minutes"",""idle_duration"":""301 Minutes""}}}","",unknown,QS_kiosk-03,yacine
