Device Name,Group,IMEI-1,IMEI-2,Serial Number,Date (UTC),Time (UTC),Battery (%),Charging
QS_kiosk-03,yacine,"","",unknown,03-May-2024,12:05:33 AM,45,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,12:20:33 AM,45,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,12:35:33 AM,45,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,12:50:33 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,01:05:33 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,01:20:33 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,01:35:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,01:50:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,02:05:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,02:20:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,02:35:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,02:50:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,03:05:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,03:20:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,03:35:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,03:50:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,04:05:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,04:20:34 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,04:35:35 AM,44,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,04:50:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,05:05:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,05:20:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,05:35:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,05:50:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,06:05:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,06:20:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,06:35:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,06:50:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,07:05:35 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,07:20:36 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,07:35:36 AM,43,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,07:50:36 AM,43,true
QS_kiosk-03,yacine,"","",unknown,03-May-2024,08:48:36 AM,100,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,08:48:39 AM,100,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,09:03:39 AM,100,false
QS_kiosk-03,yacine,"","",unknown,03-May-2024,09:18:39 AM,99,false
