Date Range,Device Name,Group,IMEI Number,Serial Number,Total Duration(Minutes),Device Active Duration(Minutes),Device Idle Duration(Minutes),Average Active Duration(Minutes),Average Idle Duration(Minutes),Device usage as JSON
2024-05-12 00:00:00 UTC - 2024-05-13 23:59:59 UTC,Redmi12,yacine,"",unknown,2125 Minutes,254 Minutes,1870 Minutes,127 Minutes,935 Minutes,"{""total_duration"":""2125 Minutes"",""avg_active_duration"":""127 Minutes"",""avg_idle_duration"":""935 Minutes"",""active_duration"":""254 Minutes"",""idle_duration"":""1870 Minutes"",""hourly_usages"":{""09:00 - 12:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""359 Minutes""},""12:00 - 15:00"":{""active_duration"":""29 Minutes"",""idle_duration"":""151 Minutes""},""15:00 - 18:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""179 Minutes""},""18:00 - 21:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""179 Minutes""},""21:00 - 00:00"":{""active_duration"":""31 Minutes"",""idle_duration"":""128 Minutes""},""00:00 - 03:00"":{""active_duration"":""154 Minutes"",""idle_duration"":""191 Minutes""},""03:00 - 06:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""359 Minutes""},""06:00 - 09:00"":{""active_duration"":""39 Minutes"",""idle_duration"":""319 Minutes""}}}"
