Date (UTC),Battery (%),Charging,Time
12-May-2024,36,False,04:07:59
12-May-2024,36,False,04:22:59
12-May-2024,36,False,04:37:59
12-May-2024,36,False,04:52:59
12-May-2024,36,False,05:07:59
12-May-2024,36,False,05:22:59
12-May-2024,36,False,05:37:59
12-May-2024,36,False,05:52:59
12-May-2024,36,False,06:08:00
12-May-2024,36,False,06:23:00
12-May-2024,36,False,06:38:00
12-May-2024,36,False,06:53:00
12-May-2024,36,False,07:08:00
12-May-2024,36,False,07:23:00
12-May-2024,36,False,07:38:00
12-May-2024,36,False,07:53:00
12-May-2024,36,False,08:08:00
12-May-2024,36,False,08:23:00
12-May-2024,36,False,08:38:00
12-May-2024,36,False,08:53:00
12-May-2024,36,False,09:08:00
12-May-2024,36,False,09:23:00
12-May-2024,36,False,09:38:01
12-May-2024,36,False,09:53:01
12-May-2024,35,False,10:08:01
12-May-2024,35,False,10:23:01
12-May-2024,35,False,10:38:01
12-May-2024,35,False,10:53:01
12-May-2024,35,False,11:08:01
12-May-2024,35,False,11:23:01
12-May-2024,35,False,11:38:01
12-May-2024,35,False,11:53:01
12-May-2024,35,False,12:08:01
12-May-2024,34,False,12:23:02
12-May-2024,33,False,12:38:02
12-May-2024,33,False,12:53:02
12-May-2024,33,False,13:08:02
12-May-2024,33,False,13:23:02
12-May-2024,33,False,13:38:02
12-May-2024,33,False,13:53:02
12-May-2024,33,False,14:08:02
12-May-2024,33,False,14:23:02
12-May-2024,33,False,14:38:02
12-May-2024,32,False,14:53:02
12-May-2024,32,False,15:08:03
12-May-2024,32,False,15:23:03
12-May-2024,32,False,15:38:03
12-May-2024,32,False,15:53:03
12-May-2024,32,False,16:08:03
12-May-2024,32,False,16:23:03
12-May-2024,32,False,16:38:03
12-May-2024,32,False,16:53:03
12-May-2024,31,False,17:08:03
12-May-2024,31,False,17:23:04
12-May-2024,31,False,17:38:04
12-May-2024,31,False,17:53:04
12-May-2024,31,False,18:08:04
12-May-2024,31,False,18:23:04
12-May-2024,31,False,18:38:04
12-May-2024,31,False,18:53:04
12-May-2024,31,False,19:08:04
12-May-2024,31,False,19:23:04
12-May-2024,30,False,19:38:04
12-May-2024,30,False,19:53:04
12-May-2024,55,True,20:08:05
12-May-2024,82,True,20:23:05
12-May-2024,100,True,20:41:17
12-May-2024,100,True,20:41:18
12-May-2024,100,False,21:00:11
12-May-2024,100,False,21:15:11
12-May-2024,100,False,21:35:10
12-May-2024,100,False,21:50:17
12-May-2024,100,False,22:05:17
12-May-2024,99,False,22:25:01
12-May-2024,99,False,22:40:36
12-May-2024,99,False,22:58:32
12-May-2024,99,False,23:19:44
12-May-2024,98,False,23:35:53
12-May-2024,98,False,23:52:00
13-May-2024,98,False,01:02:44
13-May-2024,98,False,01:25:13
13-May-2024,98,False,03:03:15
13-May-2024,98,False,03:25:11
13-May-2024,97,False,06:25:31
13-May-2024,97,False,06:43:34
13-May-2024,97,False,07:05:41
13-May-2024,97,False,07:37:15
13-May-2024,97,False,07:53:22
13-May-2024,97,False,07:56:01
13-May-2024,97,False,07:56:47
13-May-2024,96,False,07:56:50
13-May-2024,96,False,07:56:52
13-May-2024,96,False,07:56:55
13-May-2024,96,False,07:57:08
13-May-2024,96,False,07:57:49
13-May-2024,96,False,08:19:33
13-May-2024,96,False,08:35:41
13-May-2024,96,False,08:54:27
13-May-2024,96,False,10:01:09
13-May-2024,95,False,12:01:57
