Device Name,Group,IMEI-1,IMEI-2,Serial Number,Date (UTC),Time (UTC),Battery (%),Charging
Redmi12,yacine,"","",unknown,10-May-2024,02:26:38 PM,31,false
Redmi12,yacine,"","",unknown,10-May-2024,02:41:38 PM,30,false
Redmi12,yacine,"","",unknown,10-May-2024,02:56:38 PM,29,false
Redmi12,yacine,"","",unknown,10-May-2024,03:11:38 PM,27,false
Redmi12,yacine,"","",unknown,10-May-2024,03:26:38 PM,26,false
Redmi12,yacine,"","",unknown,10-May-2024,03:41:38 PM,24,false
Redmi12,yacine,"","",unknown,10-May-2024,03:56:38 PM,23,false
Redmi12,yacine,"","",unknown,10-May-2024,04:11:38 PM,21,false
Redmi12,yacine,"","",unknown,10-May-2024,04:26:38 PM,27,true
Redmi12,yacine,"","",unknown,10-May-2024,04:41:39 PM,55,true
Redmi12,yacine,"","",unknown,10-May-2024,04:56:39 PM,81,true
Redmi12,yacine,"","",unknown,10-May-2024,05:11:39 PM,96,true
