Date Range,Device Name,Group,IMEI Number,Serial Number,Total Duration(Minutes),Device Active Duration(Minutes),Device Idle Duration(Minutes),Average Active Duration(Minutes),Average Idle Duration(Minutes),Device usage as JSON
2024-05-06 00:00:00 UTC - 2024-05-07 23:59:59 UTC,Redmi12,yacine,"",unknown,2395 Minutes,306 Minutes,2089 Minutes,153 Minutes,1044 Minutes,"{""total_duration"":""2395 Minutes"",""avg_active_duration"":""153 Minutes"",""avg_idle_duration"":""1044 Minutes"",""active_duration"":""306 Minutes"",""idle_duration"":""2089 Minutes"",""hourly_usages"":{""09:00 - 12:00"":{""active_duration"":""141 Minutes"",""idle_duration"":""217 Minutes""},""12:00 - 15:00"":{""active_duration"":""138 Minutes"",""idle_duration"":""221 Minutes""},""15:00 - 18:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""243 Minutes""},""18:00 - 21:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""179 Minutes""},""21:00 - 00:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""178 Minutes""},""00:00 - 03:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""355 Minutes""},""03:00 - 06:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""359 Minutes""},""06:00 - 09:00"":{""active_duration"":""25 Minutes"",""idle_duration"":""334 Minutes""}}}"
